customer_id,customer_name,gender,email,phone,city,state,country,postal_code,customer_segment,loyalty_tier,signup_date,last_updated
C00074,Pooja Dubey 0074,Female,pooja.dubey.0074.c00074@example.com,-9001472159,Bengaluru,Karnataka,India,203398,Home Office,Gold,16-11-2024,30-03-2025 00:00
C00075,Simran Verma 0075,Female,simran.verma.0075.c00075@yahoo.com,-7069663854,Ahmedabad,Gujarat,India,373441,Corporate,Platinum,30-03-2023,26-02-2025 00:00
C00076,Varun Malhotra 0076,Male,varun.malhotra.0076.c00076@outlook.com,-9098611525,Kolkata,West Bengal,India,858705,Home Office,Silver,23-11-2023,26-11-2025 00:00
C00077,Abhishek Bhardwaj 0077,Male,abhishek.bhardwaj.0077.c00077@yahoo.com,-9328459942,Kolkata,West Bengal,India,772985,Consumer,Platinum,27-09-2024,01-01-2026 00:00
C00078,Rohit Tiwari 0078,Male,rohit.tiwari.0078.c00078@example.com,-7590521523,Delhi,Delhi,India,983472,Home Office,Silver,14-01-2022,01-01-2026 00:00
C00079,Aman Sharma 0079,Male,aman.sharma.0079.c00079@gmail.com,-8602884706,Mumbai,Maharashtra,India,163386,Home Office,Platinum,01-11-2024,03-12-2025 00:00
C00080,Rahul Chauhan 0080,Male,rahul.chauhan.0080.c00080@outlook.com,-7073626803,Bhopal,Madhya Pradesh,India,626611,Consumer,Platinum,17-07-2023,21-12-2025 00:00
C00081,Aditya Bansal 0081,Male,aditya.bansal.0081.c00081@yahoo.com,-8148150914,Kolkata,West Bengal,India,933551,Corporate,Silver,01-06-2023,19-08-2024 00:00
C00082,Nitin Patel 0082,Male,nitin.patel.0082.c00082@gmail.com,-7401581510,Hyderabad,Telangana,India,524965,Corporate,Gold,15-06-2022,21-11-2023 00:00
C00083,Tanya Pandey 0083,Female,tanya.pandey.0083.c00083@gmail.com,-7986839512,Lucknow,Uttar Pradesh,India,321686,Home Office,Platinum,15-07-2022,02-01-2025 00:00
C00084,Neha Sharma 0084,Female,neha.sharma.0084.c00084@example.com,-7330443921,Mumbai,Maharashtra,India,413814,Consumer,Gold,23-10-2022,26-01-2025 00:00
C00085,Abhishek Sethi 0085,Male,abhishek.sethi.0085.c00085@outlook.com,-7230624340,Bhopal,Madhya Pradesh,India,202430,Corporate,Silver,10-06-2022,01-01-2026 00:00
C00086,Meera Bansal 0086,Female,meera.bansal.0086.c00086@yahoo.com,-7127241156,Ahmedabad,Gujarat,India,764926,Corporate,Platinum,23-03-2024,21-07-2025 00:00
C00087,Shreya Singh 0087,Female,shreya.singh.0087.c00087@yahoo.com,-7315708714,Ahmedabad,Gujarat,India,186023,Home Office,Gold,28-08-2023,12-12-2025 00:00
C00088,Yash Singh 0088,Male,yash.singh.0088.c00088@example.com,-8545833778,Delhi,Delhi,India,898329,Corporate,Silver,24-09-2023,21-01-2024 00:00
C00089,Kriti Tripathi 0089,Female,kriti.tripathi.0089.c00089@example.com,-7443639660,Kolkata,West Bengal,India,127537,Consumer,Gold,15-11-2024,01-01-2026 00:00
C00090,Neha Mehta 0090,Female,neha.mehta.0090.c00090@example.com,-8665586324,Delhi,Delhi,India,917018,Home Office,Platinum,21-08-2023,27-04-2025 00:00
C00091,Shreya Yadav 0091,Female,shreya.yadav.0091.c00091@outlook.com,-8152798310,Lucknow,Uttar Pradesh,India,617077,Consumer,Gold,05-07-2023,22-10-2024 00:00
C00092,Pooja Malhotra 0092,Female,pooja.malhotra.0092.c00092@outlook.com,-8059096167,Lucknow,Uttar Pradesh,India,855917,Home Office,Gold,10-01-2024,22-05-2025 00:00
C00093,Pooja Sharma 0093,Female,pooja.sharma.0093.c00093@example.com,-8415370802,Chennai,Tamil Nadu,India,561607,Corporate,Platinum,12-11-2023,14-10-2024 00:00
C00094,Aditya Malhotra 0094,Male,aditya.malhotra.0094.c00094@outlook.com,-8370685735,Bengaluru,Karnataka,India,405605,Home Office,Gold,30-12-2022,21-04-2025 00:00
C00095,Saurabh Kapoor 0095,Male,saurabh.kapoor.0095.c00095@example.com,-8982652257,Mumbai,Maharashtra,India,842776,Consumer,Gold,04-01-2023,24-06-2023 00:00
C00096,Abhishek Pandey 0096,Male,abhishek.pandey.0096.c00096@example.com,-9828935831,Pune,Maharashtra,India,261630,Home Office,Gold,11-05-2023,11-05-2025 00:00
C00097,Karan Nair 0097,Male,karan.nair.0097.c00097@gmail.com,-8066143804,Ahmedabad,Gujarat,India,789545,Home Office,Gold,24-06-2022,29-12-2025 00:00
C00098,Ritika Reddy 0098,Female,ritika.reddy.0098.c00098@gmail.com,-7423511848,Chennai,Tamil Nadu,India,371306,Consumer,Gold,05-08-2022,04-03-2025 00:00
C00099,Divya Tiwari 0099,Female,divya.tiwari.0099.c00099@yahoo.com,-8481623552,Noida,Uttar Pradesh,India,125755,Corporate,Silver,21-10-2024,20-06-2025 00:00
C00100,Aman Nair 0100,Male,aman.nair.0100.c00100@example.com,-7888488293,Pune,Maharashtra,India,646428,Corporate,Gold,04-12-2023,02-04-2025 00:00
C00101,Karan Sethi 0101,Male,karan.sethi.0101.c00101@outlook.com,-9783009530,Noida,Uttar Pradesh,India,214675,Home Office,Silver,16-02-2022,06-02-2025 00:00
C00102,Harsh Reddy 0102,Male,harsh.reddy.0102.c00102@example.com,-7995811885,Kolkata,West Bengal,India,936507,Corporate,Platinum,23-05-2024,29-12-2024 00:00
C00103,Rahul Bhardwaj 0103,Male,rahul.bhardwaj.0103.c00103@example.com,-9543493110,Ahmedabad,Gujarat,India,550418,Corporate,Platinum,09-02-2023,05-05-2024 00:00
C00104,Rohit Kapoor 0104,Male,rohit.kapoor.0104.c00104@outlook.com,-8400094450,Noida,Uttar Pradesh,India,306647,Corporate,Platinum,18-01-2023,15-11-2025 00:00
C00105,Shreya Bansal 0105,Female,shreya.bansal.0105.c00105@outlook.com,-8511763635,Jaipur,Rajasthan,India,986589,Corporate,Platinum,22-08-2022,22-05-2024 00:00
C00106,Abhishek Reddy 0106,Male,abhishek.reddy.0106.c00106@example.com,-7502291645,Noida,Uttar Pradesh,India,291936,Corporate,Platinum,04-05-2023,07-11-2024 00:00
C00107,Abhishek Kapoor 0107,Male,abhishek.kapoor.0107.c00107@yahoo.com,-9090232570,Chennai,Tamil Nadu,India,766371,Corporate,Platinum,16-05-2024,04-01-2026 00:00
C00108,Anjali Kumar 0108,Female,anjali.kumar.0108.c00108@example.com,-9660345537,Lucknow,Uttar Pradesh,India,156215,Corporate,Silver,07-10-2023,19-11-2025 00:00
C00109,Ayesha Saxena 0109,Female,ayesha.saxena.0109.c00109@example.com,-7718348173,Pune,Maharashtra,India,186686,Home Office,Silver,28-06-2024,23-05-2025 00:00
C00110,Nitin Tripathi 0110,Male,nitin.tripathi.0110.c00110@example.com,-9429450126,Pune,Maharashtra,India,878586,Corporate,Platinum,11-12-2022,01-01-2026 00:00
C00111,Saurabh Dubey 0111,Male,saurabh.dubey.0111.c00111@gmail.com,-8895654935,Kolkata,West Bengal,India,672892,Consumer,Gold,22-01-2024,01-01-2026 00:00
C00112,Varun Patel 0112,Male,varun.patel.0112.c00112@outlook.com,-8497126608,Delhi,Delhi,India,956401,Consumer,Gold,10-07-2024,01-01-2026 00:00
C00113,Varun Joshi 0113,Male,varun.joshi.0113.c00113@example.com,-7712885537,Bhopal,Madhya Pradesh,India,746081,Consumer,Platinum,20-12-2023,19-03-2024 00:00
C00114,Sneha Bansal 0114,Female,sneha.bansal.0114.c00114@outlook.com,-8256856372,Kolkata,West Bengal,India,403387,Home Office,Gold,11-12-2022,01-01-2026 00:00
C00115,Abhishek Saxena 0115,Male,abhishek.saxena.0115.c00115@yahoo.com,-7569902802,Delhi,Delhi,India,361805,Home Office,Platinum,22-07-2023,16-12-2025 00:00
C00116,Ritika Malhotra 0116,Female,ritika.malhotra.0116.c00116@example.com,-8611352794,Lucknow,Uttar Pradesh,India,573947,Consumer,Platinum,05-07-2023,01-01-2026 00:00
C00117,Ritika Chauhan 0117,Female,ritika.chauhan.0117.c00117@outlook.com,-8952902823,Bhopal,Madhya Pradesh,India,611751,Corporate,Platinum,24-07-2023,01-01-2026 00:00
C00118,Arjun Bhardwaj 0118,Male,arjun.bhardwaj.0118.c00118@gmail.com,-9295335522,Hyderabad,Telangana,India,517035,Consumer,Gold,04-01-2024,23-06-2025 00:00
C00119,Anjali Reddy 0119,Female,anjali.reddy.0119.c00119@example.com,-8476350334,Kolkata,West Bengal,India,815707,Consumer,Silver,25-09-2022,01-01-2026 00:00
C00120,Divya Sharma 0120,Female,divya.sharma.0120.c00120@example.com,-8960730389,Noida,Uttar Pradesh,India,100708,Corporate,Silver,20-11-2022,29-08-2024 00:00
C00121,Arjun Pandey 0121,Male,arjun.pandey.0121.c00121@gmail.com,-8597056738,Bengaluru,Karnataka,India,796787,Home Office,Silver,28-05-2023,01-01-2026 00:00
C00122,Ritika Pandey 0122,Female,ritika.pandey.0122.c00122@example.com,-9815287528,Pune,Maharashtra,India,195629,Home Office,Silver,25-04-2023,01-01-2026 00:00
C00123,Manish Malhotra 0123,Male,manish.malhotra.0123.c00123@yahoo.com,-9230995991,Noida,Uttar Pradesh,India,813013,Corporate,Silver,29-09-2022,01-01-2026 00:00
C00124,Meera Gupta 0124,Female,meera.gupta.0124.c00124@example.com,-7304205188,Chennai,Tamil Nadu,India,340068,Corporate,Silver,28-09-2022,01-01-2026 00:00
C00125,Yash Reddy 0125,Male,yash.reddy.0125.c00125@yahoo.com,-8643774303,Ahmedabad,Gujarat,India,911032,Consumer,Platinum,05-09-2023,14-12-2023 00:00
C00126,Harsh Agarwal 0126,Male,harsh.agarwal.0126.c00126@yahoo.com,-8768280438,Lucknow,Uttar Pradesh,India,746002,Home Office,Gold,13-03-2023,09-07-2023 00:00
C00127,Saurabh Kapoor 0127,Male,saurabh.kapoor.0127.c00127@outlook.com,-8844210530,Bhopal,Madhya Pradesh,India,429780,Home Office,Silver,26-02-2024,21-06-2024 00:00
C00128,Anjali Sethi 0128,Female,anjali.sethi.0128.c00128@gmail.com,-9223715477,Mumbai,Maharashtra,India,736408,Home Office,Silver,10-09-2023,17-05-2025 00:00
C00129,Varun Malhotra 0129,Male,varun.malhotra.0129.c00129@gmail.com,-8550904892,Ahmedabad,Gujarat,India,431845,Corporate,Gold,26-05-2022,24-10-2024 00:00
C00130,Rohit Sharma 0130,Male,rohit.sharma.0130.c00130@example.com,-7259711655,Pune,Maharashtra,India,927630,Corporate,Platinum,18-03-2023,19-01-2025 00:00
C00131,Ritika Singh 0131,Female,ritika.singh.0131.c00131@outlook.com,-7359046619,Jaipur,Rajasthan,India,424960,Consumer,Gold,09-11-2022,23-10-2023 00:00
C00132,Rohit Patel 0132,Male,rohit.patel.0132.c00132@yahoo.com,-7248704066,Bhopal,Madhya Pradesh,India,356355,Consumer,Gold,14-06-2024,01-01-2026 00:00
C00133,Divya Bansal 0133,Female,divya.bansal.0133.c00133@outlook.com,-9860789917,Bhopal,Madhya Pradesh,India,877722,Home Office,Platinum,23-04-2022,22-01-2023 00:00
C00134,Abhishek Sethi 0134,Male,abhishek.sethi.0134.c00134@example.com,-8489087099,Delhi,Delhi,India,648410,Home Office,Silver,02-12-2022,08-12-2023 00:00
C00135,Sneha Bhardwaj 0135,Female,sneha.bhardwaj.0135.c00135@outlook.com,-8843934895,Hyderabad,Telangana,India,385192,Home Office,Silver,02-03-2022,24-06-2025 00:00
C00136,Divya Chauhan 0136,Female,divya.chauhan.0136.c00136@example.com,-9434757296,Mumbai,Maharashtra,India,274987,Corporate,Silver,24-04-2022,20-12-2022 00:00
C00137,Amit Verma 0137,Male,amit.verma.0137.c00137@gmail.com,-9026213400,Kolkata,West Bengal,India,481657,Corporate,Silver,16-05-2023,09-11-2025 00:00
C00138,Simran Mishra 0138,Female,simran.mishra.0138.c00138@example.com,-8374110857,Lucknow,Uttar Pradesh,India,384434,Consumer,Platinum,24-05-2023,23-10-2023 00:00
C00139,Nitin Chauhan 0139,Male,nitin.chauhan.0139.c00139@gmail.com,-8997564171,Delhi,Delhi,India,396020,Corporate,Gold,01-04-2024,01-01-2026 00:00
C00140,Divya Sharma 0140,Female,divya.sharma.0140.c00140@outlook.com,-9421531412,Bengaluru,Karnataka,India,922615,Corporate,Platinum,15-02-2023,22-10-2025 00:00
C00141,Ayesha Joshi 0141,Female,ayesha.joshi.0141.c00141@yahoo.com,-7027392692,Bengaluru,Karnataka,India,529954,Consumer,Silver,18-05-2023,29-03-2025 00:00
C00142,Amit Tiwari 0142,Male,amit.tiwari.0142.c00142@gmail.com,-7881303014,Delhi,Delhi,India,655550,Home Office,Gold,22-09-2023,02-11-2024 00:00
C00143,Nitin Chauhan 0143,Male,nitin.chauhan.0143.c00143@gmail.com,-7364653027,Chennai,Tamil Nadu,India,708982,Consumer,Platinum,02-02-2024,15-12-2025 00:00
C00144,Vikas Saxena 0144,Male,vikas.saxena.0144.c00144@outlook.com,-8252738903,Jaipur,Rajasthan,India,373668,Corporate,Gold,25-09-2022,06-08-2024 00:00
C00145,Nitin Singh 0145,Male,nitin.singh.0145.c00145@gmail.com,-7667483153,Mumbai,Maharashtra,India,210790,Consumer,Silver,06-10-2022,09-06-2025 00:00
C00146,Kriti Patel 0146,Female,kriti.patel.0146.c00146@gmail.com,-7388354668,Hyderabad,Telangana,India,265271,Home Office,Gold,27-06-2023,01-01-2026 00:00
C00147,Manish Reddy 0147,Male,manish.reddy.0147.c00147@yahoo.com,-8527903428,Lucknow,Uttar Pradesh,India,515492,Consumer,Silver,06-07-2022,19-01-2024 00:00
C00148,Ritika Agarwal 0148,Female,ritika.agarwal.0148.c00148@gmail.com,-8984460563,Kolkata,West Bengal,India,206857,Consumer,Silver,27-05-2023,01-01-2026 00:00
C00149,Vikas Mishra 0149,Male,vikas.mishra.0149.c00149@example.com,-8598757436,Lucknow,Uttar Pradesh,India,819622,Home Office,Platinum,10-02-2023,01-01-2026 00:00
C00150,Priya Singh 0150,Female,priya.singh.0150.c00150@yahoo.com,-9774492508,Hyderabad,Telangana,India,564971,Consumer,Silver,13-05-2022,17-02-2023 00:00
C00151,Vikas Yadav 0151,Male,vikas.yadav.0151.c00151@example.com,-9130846561,Ahmedabad,Gujarat,India,130914,Corporate,Gold,06-06-2024,03-05-2025 00:00
C00152,Kriti Kumar 0152,Female,kriti.kumar.0152.c00152@outlook.com,-9142723068,Delhi,Delhi,India,532005,Home Office,Gold,19-05-2023,01-01-2026 00:00
